,HepG2_xenograft_CTL_1,HepG2_xenograft_CTL_2,HepG2_xenograft_CTL_3,HepG2_xenograft_CTL_4,HepG2_xenograft_CTL_5,HepG2_xenograft_DKD_1,HepG2_xenograft_DKD_2,HepG2_xenograft_DKD_3,HepG2_xenograft_DKD_4,HepG2_xenograft_DKD_5
MAT1A,5534.928066,3993.447725,3437.599872,4882.533014,3677.979523,5951.150613,5037.114476,6410.49753,5912.510983,5033.60797
MAT2A,15263.63229,18226.5569,18109.04405,18109.25079,18419.4929,16615.62048,16734.11527,15280.75828,16508.48335,16277.83672
MAT2B,901.238507,1116.262757,1169.695677,1085.582266,1080.738156,1212.935316,1034.852727,1079.234434,1029.985163,1017.123998
MATK,5.839558361,11.13226685,11.39650349,11.38360813,8.164216478,13.94178524,10.54993512,9.687921309,10.89407384,15.41096967
MATN1,0,0,0,0,2.04105412,0,0,0.968792131,0.990370349,0
MATN2,43.7966877,54.64930997,71.48715828,54.84829371,69.39584007,33.85862129,60.42235568,48.43960654,34.66296221,29.85875374
MATN3,4293.048655,3426.71414,3496.654481,2832.448677,3460.60726,3167.772774,1555.635887,1808.734908,1861.896256,2077.591349
MATN4,2.91977918,2.024048518,3.108137317,0,1.02052706,0.995841803,3.836340043,0,0,0.963185605
MATR3,15267.52533,17270.19398,12965.07679,16828.07743,14724.16442,16080.85343,13944.13697,19075.51706,15098.19597,14995.83668
MAU2,1846.273702,1614.178693,1747.809218,1642.344191,1730.813893,1928.945572,2071.623623,1773.858392,1935.183662,1911.923425
MAVS,6234.70181,5886.945113,6363.393133,6394.483148,6374.212015,7008.734607,6518.900818,6495.751238,6728.57615,6931.083611
MAX,727.9982756,899.6895661,918.9725999,822.7244057,721.5126313,794.6817585,653.1368923,731.4380588,796.2577605,889.0203131
MAZ,7937.906331,7407.00555,6906.281117,7226.521415,7160.017851,7128.235623,7704.329891,7862.716934,7545.631688,7711.26395
MB,3.893038907,2.024048518,1.036045772,4.139493865,2.04105412,1.991683605,3.836340043,0.968792131,1.980740698,2.889556814
MB21D2,231.635815,321.8237143,278.6963127,312.5317868,243.9059673,350.5363145,327.0479887,320.6701953,310.9762895,233.0909163
MBD1,2126.572503,2079.709852,2235.786776,1966.259586,2299.247466,2070.355108,2212.60912,1950.178559,2216.448841,2241.332902
MBD2,1639.94264,1869.208806,1958.126509,1641.309317,2070.649404,1711.852059,1716.762169,1559.755331,1641.043668,1602.740846
MBD3,5133.945059,4156.383631,4424.951493,4269.887922,4005.56871,4109.83912,5180.977228,4510.696161,4370.50435,4720.572648
MBD3L1,0,0,0,0,0,0.995841803,0,0,0,0
MBD3L2,0,0,0,0,0,0,0,0,0,0
MBD3L2B,0,0,0,0,0,0,0,0,0,0
MBD3L3,0,0,0,0,0,0,0,0,0,0
MBD3L4,0,0,0,0,0,0,0,0,0,0
MBD3L5,0,0,0,0,0,0,0,0,0,0
MBD4,1088.104375,1270.090445,1359.292053,1234.604045,1302.192528,1160.1557,1227.628814,1128.642832,1291.442935,1201.092449
MBD5,577.143018,607.2145553,565.6809916,641.6215491,512.304584,1061.567362,871.8082747,813.7853899,830.9207227,816.7813927
MBD6,1771.332703,1688.056464,1990.243928,1600.949252,1783.881301,1975.750136,1708.130404,1682.791931,1905.472551,1968.751376
MBIP,626.779264,688.176496,640.2762872,636.4471817,645.9936288,612.4427086,600.3872167,653.9346884,630.8659122,615.4756013
MBL1P,0,1.012024259,0,0,0,0,0,0,0,0
MBL2,144.0424396,99.17837736,141.9382708,75.54576304,111.2374495,136.430327,79.60405589,100.7543816,94.08518314,69.34936353
MBL3P,0,0,1.036045772,0,0,0,0,0,0,0
MBLAC1,24.33149317,27.32465499,30.04532739,21.73234279,34.69792003,27.88357047,32.60889036,27.12617966,30.70148082,19.26371209
MBLAC2,528.4800316,668.9480351,492.1217418,557.7967983,553.1256664,570.6173529,515.0286508,674.2793231,456.5607308,545.1630522
MBNL1,2717.341157,3363.968636,2913.360711,3069.434701,2997.287975,3065.201069,3015.363274,3277.423779,2887.919937,2696.919693
MBNL2,1037.494869,1826.703787,1603.798855,1195.278854,1231.776161,2176.910181,1071.297957,1354.371399,1755.926629,1716.396747
MBNL3,13519.55086,16073.9813,14379.27927,14129.12743,15682.43933,13996.55654,16733.15618,18031.15914,14904.08338,12625.43691
MBOAT1,0,0,1.036045772,0,0,0,0.959085011,0,0,0
MBOAT2,10.70585699,5.060121294,7.252320405,10.34873466,15.3079059,10.95425983,11.50902013,8.719129178,10.89407384,5.779113628
MBOAT4,16.54541535,6.072145553,6.216274633,2.069746933,4.082108239,16.92931065,12.46810514,7.750337047,0.990370349,6.742299232
MBOAT7,2195.673944,1886.413218,2099.028734,1746.866411,1946.145103,1873.178431,2008.324012,1792.265442,1963.904402,2097.818247
MBP,382.4910726,353.1964663,384.3729815,304.2527991,398.0055533,373.440676,450.769955,467.9265992,383.273325,435.3598933
MBTD1,2044.818686,2276.042558,1741.592943,2182.54814,1913.488237,2616.076416,2128.209639,2436.512209,2128.30588,2342.46739
MBTPS1,2806.881052,2799.2591,2861.558423,2718.612596,2690.10933,2828.19072,2735.310451,2673.866281,2708.662904,2683.435094
MBTPS2,936.2758571,1099.058345,837.1249839,994.5134011,925.6180432,1189.035112,1165.288288,1293.337495,1147.839234,1004.602586
MC1R,386.3841115,251.9940404,359.5078829,348.7523581,361.2665792,213.1101458,296.3572683,207.321516,189.1607366,295.6979806
MC2R,10.70585699,7.084169812,14.50464081,2.069746933,7.143689418,6.970892619,10.54993512,6.781544916,13.86518488,7.705484837
MC3R,0,0,0,0,0,0,0,0,0,0
MC4R,0,0,0,0,0,0,0,0,0,0
MC5R,0.973259727,3.036072776,0,0,0,0,0,0,0,0
MCAM,296.8442167,258.066186,484.8694214,232.8465299,454.1345416,310.7026424,386.5112593,200.5399711,282.2555494,296.6611662
MCAT,787.367119,628.4670647,748.0250475,704.7488305,706.2047254,693.1058946,705.8865679,666.5289861,699.2014663,675.1931088
MCC,636.5118613,563.6975121,635.0960584,492.5997699,508.2224758,813.6027528,728.9046082,793.4407552,769.5177611,799.4440518
MCCC1,941.1421558,885.5212264,806.0436108,1001.757515,841.9348243,976.9208084,906.3353351,968.7921309,888.3622029,815.8182071
MCCC2,5931.044775,6455.702747,5523.160012,6047.800537,6338.493568,6544.672327,6001.953997,6761.200281,6504.752451,5489.194761
MCCD1,3.893038907,3.036072776,4.144183089,0,3.061581179,1.991683605,7.672680086,3.875168524,2.971111047,2.889556814
MCCD1P1,0,0,0,0,0,0,0,0,0,0
MCCD1P2,0,0,0,0,0,0,2.877255032,3.875168524,0,1.926371209
MCEE,563.5173818,544.4690512,516.9868403,554.6921779,507.2019487,497.9209013,544.7602861,558.0242674,481.3199896,512.4147417
MCEMP1,1.946519454,5.060121294,0,1.034873466,2.04105412,4.979209013,2.877255032,3.875168524,4.951851744,0.963185605
MCF2,4.866298634,6.072145553,6.216274633,8.27898773,6.123162359,7.966734421,9.590850107,2.906376393,17.82666628,5.779113628
MCF2L,959.6340906,654.7796954,686.898347,693.3652224,654.1578453,669.2056914,606.1417268,653.9346884,588.2799872,877.4620858
MCF2L2,77.86077814,73.87777089,59.05460901,56.91804064,61.23162359,75.683977,84.39948094,85.25370752,81.21036861,100.1713029
MCFD2,8609.455543,9998.799677,8686.207754,8755.029525,9166.374051,11697.15781,10931.65095,11480.18675,11167.41605,10666.31739
MCFD2P1,0,0,0,0,0,0,0,0,0,0
MCHR1,5.839558361,6.072145553,13.46859504,6.209240798,2.04105412,84.64655323,22.05895525,33.90772458,66.35481338,90.53944683
MCHR2,2.91977918,2.024048518,2.072091544,3.104620399,7.143689418,0.995841803,7.672680086,4.843960654,4.951851744,1.926371209
MCIDAS,0.973259727,5.060121294,2.072091544,1.034873466,2.04105412,13.94178524,27.81346531,27.12617966,18.81703663,23.11645451
MCL1,6729.117751,10169.83178,9090.265605,7408.659145,7097.765701,9277.262234,6530.409838,8777.256706,9531.324238,11312.61493
MCM10,1739.215132,1703.236828,1538.527972,2049.049463,1913.488237,1177.085011,1460.686471,1765.139262,1516.257004,1238.656688
MCM2,5153.410253,4635.071105,4796.891925,5421.70209,5016.911026,4308.011638,5315.249129,5881.537027,5045.936928,4633.885944
MCM3,13040.70708,13690.66417,13590.84844,15818.04093,14526.18217,13431.91423,14512.87438,14545.44505,14860.50708,14076.95761
MCM3AP,5836.638581,5492.255652,5725.188937,5795.291411,5782.306321,4939.375341,5194.404418,5142.348631,5407.422105,4911.283398
MCM4,9745.249644,9658.759526,9139.995802,10901.35709,10224.66061,8093.20633,9285.861074,10506.55066,9906.6746,8365.266976
MCM5,4346.57794,4007.616065,4435.311951,4651.756231,4015.77398,4634.64775,5297.026514,5807.908825,5236.088035,5077.914507
MCM6,2624.881483,2536.132793,2531.059821,3112.899386,2761.546224,1927.94973,2406.344292,2624.457883,2428.388095,2163.314868
MCM7,12808.098,12552.13688,13044.85232,14674.50575,13903.66066,11243.05395,14129.24038,14428.22121,13755.25378,12558.01391
MCM8,4104.236268,4048.097035,3777.422885,3674.835679,4134.155119,3569.097021,3594.65062,3836.416838,3910.972508,3754.497487
MCM9,704.6400422,640.6113558,638.2041957,643.691296,704.1636713,523.8127882,540.923946,566.7433966,512.0214704,556.7212795
MCMBP,7050.293461,8137.687065,7208.806483,7991.292906,7442.703847,4400.624926,4035.829725,4750.95661,4422.003608,3868.153388
MCMDC2,39.9036488,53.63728572,51.80228861,38.29031825,39.80055533,30.87109588,20.14078523,37.7828931,42.585925,34.67468177
MCOLN1,481.7635647,381.5331456,416.4904004,401.5309049,427.6008381,279.8315465,397.0611944,358.4530884,364.4562884,311.1089503
MCOLN2,1.946519454,1.012024259,4.144183089,7.244114264,13.26685178,2.987525408,10.54993512,6.781544916,4.951851744,4.815928023
MCOLN3,5.839558361,9.108218329,3.108137317,4.139493865,8.164216478,3.983367211,4.795425054,3.875168524,7.922962791,6.742299232
MCPH1,894.4256889,1091.974175,836.0889382,957.2579563,898.0638126,1031.692108,828.6494493,971.6985073,984.4281268,1100.921146
MCRIP1,2234.604333,1706.2729,1975.739288,1708.576093,1784.901828,1295.590185,1585.367523,1441.562691,1364.730341,1497.753615
MCRIP2,1148.446478,812.6554798,985.2795294,863.0844709,952.1517468,976.9208084,1360.94163,1019.169322,1103.272569,1287.779153
MCRIP2P1,1.946519454,9.108218329,13.46859504,7.244114264,10.2052706,9.958418027,21.09987024,18.40705049,8.91333314,25.04282572
MCRIP2P2,0,0,0,0,0,0,0,0,0,0
MCRS1,3202.997761,2899.449501,3261.472091,3184.305656,3201.393387,2853.086765,3287.743417,2988.723724,2832.459198,2769.158613
MCTP1,0,3.036072776,12.43254927,6.209240798,7.143689418,6.970892619,3.836340043,1.937584262,5.942222093,1.926371209
MCTP2,320.2024501,405.8217278,364.6881118,290.799444,300.0349556,589.5383472,382.6749193,383.6416838,549.6555436,470.9977607
MCTS1,1608.798328,1756.874113,1484.653592,1669.250901,1729.793366,1530.608851,1538.372357,1542.317072,1477.632561,1331.122506
MCTS2P,129.4435437,157.8757844,115.0010807,155.2310199,134.7095719,150.3721122,111.2538612,163.7258701,154.4977744,115.5822726
MCU,1073.505479,1270.090445,1112.713159,1160.093156,1066.450777,1263.723248,1060.748022,1315.619714,1180.521456,1106.70026
MCUB,478.8437856,583.9379973,497.3019707,656.1097776,555.1667205,534.767048,558.1874762,613.2454189,562.5303582,473.8873175
MCUR1,1660.381094,1908.677752,1692.898792,1658.902166,2002.274091,1112.355294,1315.864635,1316.588506,1155.762197,1116.332116
MCUR1P1,0,1.012024259,3.108137317,1.034873466,2.04105412,0.995841803,0,0.968792131,0,0
MCUR1P2,0,0,0,0,0,0,0,0,0,0
MDC1,2584.977834,2244.669806,2418.130832,2431.952646,2475.798647,2316.328033,2348.799191,2471.388726,2486.819946,2157.535754
MDFI,0,0,0,0,0,0,6.713595075,1.937584262,1.980740698,0.963185605
MDFIC,20.43845426,9.108218329,15.54068658,9.313861196,6.123162359,8.962576224,14.38627516,9.687921309,20.79777733,7.705484837
MDFIC2,0,0,0,0,0,0,0,0,0,0
MDGA1,4.866298634,1.012024259,4.144183089,1.034873466,6.123162359,0,2.877255032,3.875168524,2.971111047,3.852742418
MDGA2,3.893038907,3.036072776,8.288366178,5.174367331,3.061581179,4.979209013,8.631765097,3.875168524,8.91333314,7.705484837
MDH1,8197.766679,9162.867639,8342.240558,9104.816756,8863.277514,12440.0558,12098.85741,12093.43217,12734.18195,10930.23024
MDH1B,12.65237645,20.24048518,14.50464081,23.80208972,21.43106826,31.86693769,16.30444518,34.87651671,27.73036977,29.85875374
MDH2,10070.31839,10237.6374,10529.33318,10438.76865,9725.62288,9276.266392,9210.093358,9699.546814,9709.5909,8817.96421
MDK,1593.226173,1425.942181,1704.295295,1279.103604,1548.13955,1661.064127,2463.889393,1944.365807,1881.703663,1788.635668
MDM1,512.907876,474.6393774,477.617101,507.0879985,485.7708805,406.3034555,454.6062951,397.2047737,395.1577692,356.3786737
MDM2,7625.489959,7586.133844,8351.56497,7143.731538,8852.051717,7022.676392,7133.67431,7811.370951,7305.962064,6650.7966
MDM4,1895.909948,2077.685803,1938.44164,1885.539456,1749.18338,2041.475695,1866.379431,2216.596395,1851.002182,2157.535754
MDN1,3204.94428,3217.225119,2996.244373,3152.224578,2720.725141,3592.001382,3061.399354,3675.597345,3738.648067,3419.308896
MDP1,331.8815668,254.018089,249.6870311,271.1368482,223.4954261,269.8731285,292.5209283,218.9470216,226.7948099,233.0909163
ME1,3.893038907,1.012024259,7.252320405,3.104620399,3.061581179,0.995841803,5.754510064,0,0,1.926371209
ME2,1310.980852,1472.495297,1339.607183,1369.137596,1373.629422,1314.51118,1145.147503,1311.744545,1324.125156,1125.963972
ME2P1,0,0,6.216274633,0,2.04105412,0.995841803,0.959085011,0,0.990370349,0
ME3,0,0,2.072091544,2.069746933,2.04105412,0,4.795425054,2.906376393,0.990370349,0
MEA1,1822.915468,1842.896175,2078.307819,1917.620533,1957.370901,1698.906115,1622.771838,1581.068758,1698.485148,1693.280293
MEAF6,1412.199864,1694.128609,1655.601144,1613.367734,1397.101545,1556.500738,1410.814051,1567.505668,1542.006633,1446.704778
MEAF6P1,0.973259727,0,0,0,0,0.995841803,0,0,0,0
MEAK7,329.9350474,285.390841,253.8312142,319.7759011,294.9323203,355.5155235,316.4980535,298.3879763,294.1399936,287.0293102
MECOM,30.17105153,30.36072776,58.01856324,38.29031825,54.08793417,13.94178524,33.56797538,11.62550557,18.81703663,17.33734088
MECP2,1800.530495,1860.100588,1852.449841,1832.760909,1966.555644,1741.727313,1836.647796,1890.113447,1747.013295,1852.205918
MECR,889.5593903,813.6675041,882.7109979,835.1428873,863.3658926,776.7566061,813.3040891,814.7541821,770.5081314,689.6408929
MED1,5806.46753,6840.271965,6250.464144,6169.915606,6629.34378,5130.576967,5467.743646,5132.660709,5387.614698,4820.743951
MED10,834.0835858,883.4971779,887.8912268,782.3643405,858.2632573,935.0954527,895.7854,875.7880863,856.6703518,889.0203131
MED11,593.6884333,603.1664582,538.7438015,635.4123083,623.5420335,536.7587316,564.9010713,584.1816549,532.8192477,538.420753
MED12,1652.595016,1549.40914,1499.158232,1476.764436,1290.966731,1861.228329,1248.728684,1464.813702,1569.737003,1535.317854
MED12L,3.893038907,4.048097035,8.288366178,4.139493865,7.143689418,2.987525408,4.795425054,3.875168524,1.980740698,3.852742418
MED13,6002.092735,6603.458289,5699.287793,6043.661043,5781.285794,5160.452221,4786.793289,5587.024219,4984.533966,4986.411875
MED13L,2178.155268,2339.800086,2075.199682,2109.072124,1843.07187,2217.739695,1900.906491,2180.751087,2214.4681,2077.591349
MED13P1,4.866298634,0,0,0,5.102635299,0,0,0,0,0
MED14,2403.951525,2907.545695,2639.844628,2596.497527,2669.698788,2434.833207,2001.610417,2178.813502,2285.774765,2302.013595
MED14P1,0,0,0,0,0,0,0,0,0,0
MED15,2593.737172,2727.405377,3155.795422,2382.278719,2429.874929,2978.562832,2790.937381,2629.301843,2999.831787,3274.831056
MED15P1,0,0,1.036045772,1.034873466,1.02052706,0,0,0,0.990370349,0
MED15P3,0,0,0,0,0,0,0,0,0,0
MED15P4,0.973259727,0,0,0,0,1.991683605,2.877255032,0,0,0
MED15P5,0,0,0,0,0,0,0,0,0,0
MED15P6,0,0,0,0,0,0,0,0,0,0
MED15P7,0,0,0,0,0,0,0,0,0,0
MED15P8,0,3.036072776,4.144183089,3.104620399,5.102635299,0,0,3.875168524,1.980740698,0
MED15P9,53.52928497,38.45692183,47.65810552,40.36006518,37.75950121,63.73387537,48.91333555,59.09631998,62.39333198,76.09166276
MED16,2241.417151,1841.884151,1825.512651,1809.993692,1548.13955,1997.658656,2040.932903,2153.624907,2047.095511,2082.407277
MED17,1225.333996,1488.687685,1449.428035,1211.836829,1328.726232,1504.716964,1352.309865,1363.090528,1532.10293,1552.655195
MED18,546.9719664,596.0822884,635.0960584,506.053125,567.4130452,565.6381439,656.9732323,515.3974136,594.2222093,543.236681
MED19,369.8386962,370.4008787,395.769485,342.5431173,375.553958,371.4489924,331.8434137,329.3893245,369.4081401,370.8264578
MED20,676.4155101,832.895965,748.0250475,772.0156058,687.8352383,1028.704582,879.4809548,830.2548562,1060.686644,850.4928889
MED21,545.9987067,662.8758895,578.1135409,557.7967983,559.2488288,643.3138045,535.169436,656.8410647,556.5881361,515.3042985
MED22,1184.457087,1065.661545,1084.739923,1145.604927,1074.614994,955.0122887,1102.947762,949.4162883,987.3992378,1017.123998
MED23,1564.028381,1970.411232,1878.350985,1714.785334,1676.725959,2017.575492,1639.076283,1726.387577,1892.597737,1878.211929
MED24,5260.468823,4391.173259,4684.998982,4745.929716,4567.87912,4024.196725,4650.603217,4123.179309,4656.72138,4198.52605
MED25,1865.738896,1587.866062,1659.745327,1680.634509,1563.447456,1676.997596,1943.106232,1771.920807,1741.071073,1786.709297
MED26,442.8331757,392.6654124,463.1124602,340.4733704,396.9850263,357.5072072,376.9204092,384.610476,378.3214733,403.5747683
MED27,726.0517562,809.619407,792.5750157,715.0975652,755.1900242,754.8480864,780.6951987,747.907525,866.5740553,636.6656846
MED28,4564.588119,5420.40193,4669.458295,4278.166909,4634.213378,5518.95527,4498.1087,4633.732762,4776.556193,5037.460712
MED28P1,0.973259727,1.012024259,0,1.034873466,0,0,1.918170021,1.937584262,0.990370349,0
MED28P2,0,0,0,0,0,0,0,0,0,0
MED28P3,0,0,0,0,0,0,0,0,0,0
MED28P4,0,0,0,0,0,0,0,0,0,0
MED28P5,0,0,0,0,0,0,0,0,0,0
MED28P6,0,0,0,0,0,0,0,0,0,0
MED28P7,1.946519454,0,1.036045772,2.069746933,1.02052706,0,0,0,0,0
MED28P8,0,0,0,0,0,0,0,0,0,0
MED29,1343.098423,1260.982226,1304.381627,1108.349482,1330.767286,1497.746071,1516.313402,1459.969741,1373.643674,1406.250983
MED30,430.1807992,582.9259731,514.9147488,425.3329946,422.4982028,422.2369243,352.9432839,419.4869927,383.273325,415.1329956
MED31,198.5449843,251.9940404,224.8219326,225.6024156,210.2285743,238.0061908,242.6485077,231.5413193,241.6503651,240.7964012
MED4,1736.295353,2012.916251,1893.891672,2021.10788,2104.326797,1848.282386,1764.71642,2034.463475,1662.831816,1625.857301
MED6,1406.360305,1329.799876,1386.229243,1030.733972,1561.406401,1455.920715,1622.771838,1518.097269,1551.910337,1434.183365
MED6P1,0,0,0,0,0,0,0,0,0,0
MED7,339.6676446,332.9559811,312.8858232,358.0662193,329.6302403,410.2868227,322.2525636,373.9537625,320.879993,374.6792002
MED8,1588.359874,1796.343059,1786.142911,1626.821089,1606.309592,1663.05581,1611.262818,1521.972438,1737.109592,1513.164585
MED9,767.9019244,743.8378302,906.5400507,728.5509202,839.8937702,764.8065044,881.3991249,847.6931145,799.2288715,871.6829722
MEDAG,14.5988959,7.084169812,29.00928162,10.34873466,40.82108239,1.991683605,17.26353019,1.937584262,6.932592442,0.963185605
MEF2A,1316.82041,1286.282833,1233.930515,1263.580502,1270.556189,1391.190998,1279.419404,1371.809657,1257.770343,1289.705525
MEF2AP1,0,0,0,0,0,0,0,0,0,0
MEF2B,95.37945322,91.08218329,99.46039413,97.27810583,69.39584007,70.70476799,115.0902013,87.19129178,59.42222093,118.4718294
MEF2BNBP1,0,0,0,0,0,0,0,0,0,0
MEF2C,27.25127235,16.19238814,124.3254927,46.56930598,85.72427302,6.970892619,79.60405589,29.06376393,28.72074012,10.59504165
MEF2D,688.0946268,608.2265795,696.2227589,594.0173696,581.7004241,713.0227307,551.4738812,550.2739303,629.8755419,648.2239119
MEFV,37.95712934,21.25250943,30.04532739,24.83696319,35.71844709,25.89188687,35.4861454,33.90772458,21.78814768,45.26972342
MEGF10,0,0,1.036045772,0,0,0,0,0,0,0
MEGF11,8.759337541,2.024048518,2.072091544,1.034873466,4.082108239,1.991683605,3.836340043,6.781544916,2.971111047,0
MEGF6,1044.307687,703.3568599,824.6924347,571.2501534,597.00833,1029.700424,1305.3147,1490.971089,751.6910948,2189.320879
MEGF8,1959.17183,1592.926183,1649.384869,1643.379064,1637.945931,2074.338475,2032.301138,2047.057773,1950.039217,2086.26002
MEGF9,624.8327446,741.8137817,637.1681499,594.0173696,604.1520194,722.9811487,657.9323174,738.2196037,633.8370233,607.7701165
MEI1,48.66298634,40.48097035,42.47787666,39.32519172,26.53370355,54.77129915,48.91333555,47.47081441,40.6051843,38.52742418
MEI4,0,0,0,0,0,0,0,0,0,0
MEIG1,1.946519454,3.036072776,8.288366178,4.139493865,3.061581179,2.987525408,5.754510064,8.719129178,5.942222093,4.815928023
MEIKIN,0,0,0,0,0,0,0,0,0,0
MEIOB,8.759337541,6.072145553,31.08137317,14.48822853,17.34896002,7.966734421,20.14078523,10.65671344,13.86518488,2.889556814
MEIOC,24.33149317,25.30060647,23.82905276,28.97645706,29.59528473,16.92931065,20.14078523,22.28221901,14.85555523,21.1900833
MEIS1,195.6252051,218.5972399,220.6777495,224.5675422,221.454372,271.8648121,209.0805323,241.2292406,214.9103657,241.7595868
MEIS2,1377.162513,1434.038375,1394.517609,1413.637155,1447.107371,921.1536675,1112.538612,1158.675389,1026.023681,972.8174607
MEIS3,14.5988959,14.16833962,29.00928162,14.48822853,14.28737884,2.987525408,12.46810514,1.937584262,5.942222093,9.631856046
MEIS3P1,0,0,0,1.034873466,1.02052706,0,0.959085011,2.906376393,0,0
MEIS3P2,0,0,0,0,0,0,0,0,0,0
MELK,1993.23592,2473.387288,2174.660076,2678.252531,2540.091852,2276.494361,2506.089133,2521.765917,2606.654758,2178.725838
MELTF,346.4804627,289.438938,386.445073,314.6015337,360.2460521,389.3741448,432.5473398,350.7027514,341.6777704,501.8197
MEMO1,1782.03856,2025.060542,1844.161474,1903.132304,2009.417781,1962.804193,1758.002825,1779.671144,1895.568848,1792.48841
MEMO1P1,0,0,2.072091544,0,12.24632472,7.966734421,1.918170021,0,7.922962791,0
MEMO1P3,0.973259727,0,7.252320405,3.104620399,12.24632472,0.995841803,0,0,1.980740698,2.889556814
MEMO1P4,0,0,0,0,0,0,0,0,0,0
MEMO1P5,0,0,0,0,0,0,0,0,0,0
MEN1,1975.717245,1779.138647,1857.63007,1967.294459,1821.640802,1663.05581,1652.503473,1559.755331,1719.282926,1657.642426
MEOX1,0,0,1.036045772,0,0,0,0,0,1.980740698,0.963185605
MEOX2,2.91977918,0,5.180228861,1.034873466,11.22579766,0,0.959085011,2.906376393,1.980740698,0
MEP1A,3082.313555,3473.267256,2504.122631,3547.546242,1992.068821,3845.941042,2930.963793,3970.110152,3416.777704,3538.743911
MEP1AP1,0,0,0,0,0,0,0,0.968792131,0.990370349,0
MEP1AP4,0,0,0,0,0,0.995841803,0,0,0,0
MEP1B,0.973259727,0,1.036045772,0,4.082108239,0,1.918170021,0.968792131,1.980740698,1.926371209
MEPCE,1572.787718,1484.639588,1806.863827,1503.671146,1719.588096,1319.490389,1450.136536,1262.336147,1395.431822,1313.785165
MEPE,0,0,0,0,0,0,0,0,0,0
MERTK,1201.975763,1050.481181,992.5318498,1132.151572,1082.77921,1654.093234,1741.698379,1562.661707,1656.889594,1379.281786
MESD,3219.543176,3328.547787,3089.488493,3470.965606,3382.026676,3061.217701,3028.790464,3312.300296,3099.859192,3090.862605
MESP1,0,0,0,0,0,0,0,0,0,0
MESP2,8.759337541,4.048097035,9.32441195,9.313861196,8.164216478,8.962576224,5.754510064,8.719129178,2.971111047,3.852742418
MEST,3088.153113,3073.517674,2787.999173,3117.03888,2803.387833,1197.997689,1189.265413,1284.618366,1293.423676,1159.675468
MESTP1,0.973259727,0,0,0,0,0,0,0,0,0
MESTP2,0,1.012024259,0,1.034873466,2.04105412,0,0.959085011,0.968792131,0,0
MESTP3,0.973259727,0,1.036045772,0,1.02052706,0,0,0,0.990370349,0
MESTP4,2.91977918,3.036072776,0,3.104620399,4.082108239,1.991683605,0,0.968792131,1.980740698,0.963185605
MET,5642.959896,6616.614604,5641.26923,5687.664571,5114.881624,7254.707532,5307.576449,6032.668599,6884.064295,6351.245877
METAP1,3630.258781,4698.828634,4037.470374,4240.911465,3572.865236,4886.595726,3617.66866,4435.130375,4438.839904,4185.041452
METAP1D,691.014406,664.899938,698.2948505,799.9571894,631.70625,1413.099518,1356.146205,1374.716034,1343.932563,1343.643918
METAP2,5643.933155,6936.41427,6181.049077,6493.831001,6172.147658,7365.245972,6854.580572,7807.495783,7366.374655,6689.324024
METAP2P1,0,0,1.036045772,2.069746933,0,1.991683605,0,0,0.990370349,0
METRN,854.5220401,699.3087628,742.8448187,636.4471817,720.4921042,516.8418956,798.9178139,601.6199133,619.9718384,742.6161012
METRNL,26.27801262,34.4088248,63.1987921,40.36006518,44.90319063,56.76298275,44.11791049,31.97014032,49.51851744,60.68069309
METTL1,982.992324,985.7116281,1054.694596,1024.524732,1024.609168,969.9499158,951.4123306,928.1028614,925.0059059,891.9098699
METTL11B,0,2.024048518,0,2.069746933,1.02052706,0.995841803,2.877255032,3.875168524,3.961481396,0.963185605
METTL14,1231.173554,1420.882059,1397.625747,1395.009433,1517.523738,1095.425983,1090.479657,1222.615669,1038.898496,1079.731063
METTL15,560.5976026,701.3328113,552.2123966,565.0409126,643.9525747,655.2639061,637.7915321,582.2440707,646.7118378,669.4139952
METTL15P1,0,0,0,0,0,2.987525408,0,0,0,2.889556814
METTL15P3,0,0,0,0,0,0,0,0,0,0
METTL16,1747.00121,1949.158722,1751.953401,1788.26135,1851.236086,1881.145165,1819.384265,2013.150048,2066.902918,1838.721319
METTL17,3326.601746,3135.251154,3101.921042,3407.838324,3120.771749,3183.706243,3200.466681,3371.396616,3376.172519,3434.719866
METTL18,191.7321662,215.5611671,194.7766052,180.0679831,246.9675485,212.114304,219.6304675,208.2903081,187.1799959,174.3365944
METTL21A,1145.526698,1282.234736,1056.766688,1098.000748,1119.518185,1380.236738,1595.917458,1514.222101,1445.940709,1646.084198
METTL21AP1,0,0,2.072091544,0,0,0,0,3.875168524,3.961481396,1.926371209
METTL21C,1.946519454,0,0,0,0,0,0,0,0,0
METTL21EP,5.839558361,4.048097035,2.072091544,5.174367331,11.22579766,7.966734421,5.754510064,1.937584262,8.91333314,1.926371209
METTL22,765.955405,672.9961321,708.6553082,644.7261695,645.9936288,932.1079273,802.754154,830.2548562,853.6992407,923.6949948
METTL23,822.4044691,831.8839407,922.0807372,920.0025115,930.7206785,1046.629735,1048.279917,992.043142,1011.168126,1130.7799
METTL24,0,0,0,0,0,0,0.959085011,0.968792131,0,0
METTL25,126.5237645,158.8878086,164.7312778,180.0679831,163.2843296,157.3430048,190.8579171,190.8520498,149.5459227,183.0052649
METTL26,1256.478307,1073.757739,1058.838779,938.6302339,1013.38337,934.0996109,1141.311163,1010.450193,989.3799785,1126.927157
